ISSID,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest,Location 1
547,KwaZulu Natal - Emnambithi/Ladysmith,0,1,Ladysmith,Ladysmith,KZN - Ladysmith,"-28.560118,29.782988",Lyell Street,Alexander Street,10/02/2013 12:00:00 AM,10/02/2013 12:00:00 AM,0,Service delivery,9,Peaceful,0,5,Informal traders are complaining that Emnambithi/Ladysmith Municipality has removed all their businesses from Lyell Street and provided them with no alternative area in which to operate.,"6
(-28.560117, 29.782988)"
549,KwaZulu Natal - eThekwini,1,0,Durban,Durban,KZN - Durban Central,"-29.840523,31.009516",Cowey road,Cowey road,10/03/2013 12:00:00 AM,10/03/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,"More than 40 VIP bodyguards from Sharks Protection services went to their offices in Problem Mkhize (Cowey) Road to speak to the owner over their unhappiness about salaries. City councillors left with no protection when their bodyguards downed tools, allegedly over a wage and conditions dispute with their employer.","6
(-29.840523, 31.009516)"
551,Gauteng - Ekurhuleni,1,0,Johannesburg,Boksburg,GP - Boksburg,"-26.224543,28.252758",Trichardt street,Adderley Street,10/04/2013 12:00:00 AM,10/04/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Members of Women and Men Against Child Abuse picket against former Grand Slam tennis champion Bob Hewitt outside the Boksburg Magistrate's Court.,"3
(-26.224543, 28.252758)"
553,KwaZulu Natal - eThekwini,1,0,Durban,KwaMashu,KZN - Kwa Mashu,"-29.763148,30.948206",Dumisani Makhaye Drive,Dumisani Makhaye Drive,10/04/2013 12:00:00 AM,10/04/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,"It was not clear what the protest was about, but indications were that it was service delivery-related and over a lack of housing.","6
(-29.763148, 30.948205)"
560,KwaZulu Natal - eThekwini,1,0,Durban,uMlazi,KZN - Umlazi,"-29.96949,30.900332",Griffiths Mxenge,Prince Mangosuthu Hwy,10/04/2013 12:00:00 AM,10/04/2013 12:00:00 AM,1,Service delivery,9,Violent,1,5,Abahlali baseMjondolo protests over poor service delivery and lack of housing,"6
(-29.96949, 30.900331)"
561,Western Cape - City of Cape Town,1,0,Cape Town,Parliament - Cape Town,WC - Cape Town Central,"-33.924231,18.42221",Parliament street,Longmarket street,10/04/2013 12:00:00 AM,10/04/2013 12:00:00 AM,0,Environment related,10,Peaceful,0,5,A group of bikers led a rather unusual animal rights protest march to Parliament on Friday in a bid to focus attention on increasing elephant poaching.,"9
(-33.92423, 18.42221)"
574,Gauteng - City of Tshwane,1,0,Pretoria,Centurion Mall,GP - Lyttelton,"-25.855613,28.187031",Embankment Rd,Heuwel Rd,10/05/2013 12:00:00 AM,10/05/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Gay Pride March to among other issues highlight crimes against LGBTI communities.,"3
(-25.855613, 28.187031)"
559,KwaZulu Natal - eThekwini,1,0,Durban,uMlazi Magistrates Court,KZN - Umlazi,"-29.956543,30.939739",Mangosuthu Hwy,Old South coast rd,10/07/2013 12:00:00 AM,10/07/2013 12:00:00 AM,0,Crime related,1,Violent,1,5,A security guard and a supporter of the Abahlali baseMjondolo shack dwellers’ association were shot during violent protests outside the uMlazi Magistrate’s Court. He was shot in the chest during a scuffle outside the court. Members were there to support their combrades who have arrested for public violence.,"6
(-29.956543, 30.939738)"
565,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - CBD,WC - Cape Town Central,"-33.92221,18.422245",Castle street,Castle Street,10/07/2013 12:00:00 AM,10/07/2013 12:00:00 AM,-1,Labour related,4,Peaceful,0,5,"Parking marshals in Cape Towns CBD claim they work under horrible conditions and are charged for quota shortfalls. The company fell out with some of its employees last month after it announced that the daily targets expected from each marshal would be raised. In protest, workers picketed outside the SPS’s offices.","9
(-33.92221, 18.422245)"
618,Limpopo - Blouberg Local,0,0,"Uitkyk, Bochum","Uitkyk, Bochum",LP - Mankweng,"-23.267685,29.110673",outside a local tuck shop,Delaeneng St,10/07/2013 12:00:00 AM,10/07/2013 12:00:00 AM,0,Election related,3,Violent,1,5,"Nyako Masenya, who was wearing an Agang SA T-shirt, had taken a break from the meeting to visit the local shop,"" spokesperson Thabo Leshilo said in a statement. Masenya was apparently hit with rocks and a plank found at the scene.","8
(-23.267685, 29.110673)"
554,KwaZulu Natal - eThekwini,1,0,Pinetown,Pinetown Magistrate court,KZN - Pinetown,"-29.818976,30.86112",5 Chancery lane,5 Chancery lane,10/08/2013 12:00:00 AM,10/08/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,A small group of people staged a protest on Tuesday outside the Pinetown Magistrate's Court in support of the Swazi truck driver accused of murdering 23 people in a crash. The accident occurred when the truck May was driving hit four fully laden minibus taxis and two cars on the corner of Field's Hill (M13) and Richmond Road.,"6
(-29.818975, 30.86112)"
564,Western Cape - City of Cape Town,1,0,Cape Town,"SAB - Newlands, Cape Town",WC - Mowbray,"-33.971872,18.465194",Main Road,Boundary Raod,10/08/2013 12:00:00 AM,10/08/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"Fawn spokesperson Dominique Swartz said, ""We are handing over a memorandum which states that we want a 9% increase"". The employer was offering 7%, but Swartz said it worked out to workers receiving only 4.4% of that percentage.","9
(-33.971871, 18.465194)"
591,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.141666,27.914768",Constatia Dr,Constatia Dr,10/08/2013 12:00:00 AM,10/08/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,"The National Union of Mineworkers (NUM) demand, which included that all entry-level, category 4 employees be promoted to category 6, as well as the extension, to all foremen, of a skills retention increase that had been allocated to engineering foremen, would increase DRD’s wage bill by a further 18.2%, to R43-million a year.","3
(-26.141666, 27.914767)"
556,KwaZulu Natal - The Msunduzi,0,0,Pietermaritzburg,Pietermaritzburg - department of labour,KZN - Pietermaritzburg,"-29.59932,30.38461",Lanaglibalele st,Boshoff st,10/09/2013 12:00:00 AM,10/09/2013 12:00:00 AM,-1,Labour related,4,Peaceful,0,5,Hundreds of people were left with only 3 managers to help them when staff at the Pietermaritzburg offices of the Labour Department refused to work yesterday. The cause was unknown,"6
(-29.599319, 30.384609)"
562,Free State - Matjhabeng,0,1,Welkom,Welkom - Jan Celliers Park,FS - Welkom,"-27.98835,26.733931",Petrus Bosch st,Toronto Rd,10/09/2013 12:00:00 AM,10/09/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,"College management called the police about an illegal gathering by students, who were breaking windows. Issues unknown .","2
(-27.98835, 26.73393)"
563,Mpumalanga - Thembisile,0,0,KwaMhlanga,KwaMhlanga,MP - Kwamhlanga,"-25.179855,28.402183",Pankop road,Pankop Road,10/09/2013 12:00:00 AM,10/10/2013 12:00:00 AM,-1,Service delivery,9,Peaceful,0,5,"Hundreds of commuters between Mpumalanga and Gauteng have been left stranded following a stoppage by taxi operators. The Maryanne, Makata and Simunye taxi association stopped all trips between Maryanne village, outside KwaMhlanga, and Pretoria. In a protest against the rival taxi association, Central Top 11, which they want to leave the area, they blocked the road between Pankop and Hammanskraal, but allowed buses and private vehicles passage.","7
(-25.179855, 28.402183)"
571,Limpopo - Polokwane,0,0,Polokwane,University of Limpopo's Turfloop campus,LP - Polokwane,"-23.89396,29.735134",R71,R71,10/09/2013 12:00:00 AM,10/11/2013 12:00:00 AM,0,Education related,2,Violent,1,3,The protests were sparked by a dispute over Student Representative Council (SRC) elections.,"8
(-23.89396, 29.735133)"
566,Western Cape - City of Cape Town,1,0,Cape Town,Cape Peninsula University of Technology’s Cape Town campus,WC - Cape Town Central,"-33.931334,18.430342",St Marks rd,Keizersgracht Street,10/10/2013 12:00:00 AM,10/10/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,3,Protesters handed over a memorandum demanding an end to what they call a white genocide in South Africa.,"9
(-33.931334, 18.430342)"
567,Gauteng - City of Tshwane,1,0,Pretoria,Union Building,GP - Sunnyside,"-25.740867,28.212277",Fairview Ave,Government Ave,10/10/2013 12:00:00 AM,10/10/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,3,Protesters handed over a memorandum demanding an end to what they call a white genocide in South Africa.,"3
(-25.740867, 28.212277)"
570,Gauteng - West Rand,0,0,Johannesburg,Leratong,GP - Kagiso,"-26.178115,27.812114",Randfontein Road,Adcock street,10/10/2013 12:00:00 AM,10/10/2013 12:00:00 AM,0,Service delivery,9,Violent,1,3,More than five shops owned by foreign nationals in the Leratong Village on the West Rand were looted during a service delivery protest. Residents went on a violent protest in the area claiming they haven’t had electricity for a week. Their frustration over the week-long power cut soon turned to anger against foreign nationals operating shops in the village.,"3
(-26.178114, 27.812114)"
572,Eastern Cape - Buffalo City,0,0,East London,Gonubie - Heavenly Pancake House,EC - Gonubie,"-32.942168,28.009898",Main Road,3rd street,10/10/2013 12:00:00 AM,10/10/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,3,"A group of protestors gathered in Gonubie in support of Red October, people releasing red balloons in protest of white farmers being murdered.","1
(-32.942168, 28.009898)"
613,North West - Rustenburg,0,1,Rustenburg,Marikana,NW - Marikana,"-25.699546,27.474204",Marikana,R104,10/10/2013 12:00:00 AM,10/10/2013 12:00:00 AM,0,Election related,3,Violent,1,5,Police spokesperson Thulani Ngubane confirmed a man was gunned down on Thursday night but did not release his name .,"5
(-25.699546, 27.65731)"
596,Western Cape - City of Cape Town,1,0,Cape Town,Eerste River,WC - Cape Town Central,"-34.000002,18.733351",Ryneveld street,Stasis Rd,10/12/2013 12:00:00 AM,10/12/2013 12:00:00 AM,1,Service delivery,9,Violent,1,3,"Backyarders emptied porta-a-loos at the Our Pride housing project in Eerste River, about 35 residents led by members of the Economic Freedom Fighters (EFF) threw buckets of faeces in three houses and the offices of the estate agent demanded they be allowed to rent the units rather than they being sold on the Gap housing market.","9
(-34.000002, 18.73335)"
575,Gauteng - City of Johannesburg,1,0,Johannesburg,Auckland Park,GP - Rosebank,"-26.184595,28.006112",Richmond Ave,Cookham Rd,10/13/2013 12:00:00 AM,10/13/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Almost all the Generations soapie’s cast members have refused to sign their new contracts. Some of the show’s most popular actors are up in arms because executive producer Mfundi Vundla did not accede to their demands for wage increases and did not extend their one-year contracts to three years.,"3
(-26.184595, 28.006112)"
580,Western Cape - Breede Valley,0,1,Cape Town,Worcester,WC - Worcester,"-33.646437,19.44395",57 Adderley street,Russel street,10/14/2013 12:00:00 AM,10/14/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,"Flippie Engelbrecht’s supporters shouted at Wilhelm Treurnicht’s friends and family as they left court in Worcester. Outside protesters danced, holding up signs saying “Johnny B Violent”.","9
(-33.646436, 19.44395)"
621,Mpumalanga - Steve Tshwete,0,0,Middleburg,Middleburg,MP - Middelburg,"-25.767972,29.456478",Walter Sisulu St,Cowen Ntuli Street,10/14/2013 12:00:00 AM,10/14/2013 12:00:00 AM,0,Crime related,1,Peaceful,0,5,Protests event was to highlight the crime against white farmers,"7
(-25.759005, 29.458279)"
573,Western Cape - City of Cape Town,1,0,Cape Town,Department of Home Affairs,WC - Cape Town Central,"-33.927337,18.422352",Barrack Street,Parade street,10/15/2013 12:00:00 AM,10/15/2013 12:00:00 AM,0,Labour related,4,Peaceful,0,5,Workers have been subjected to abuse including the use of vulgar language by managers. Managers abuse their power by falsely accusing workers of corruption without providing any corroborating evidence. Workers have been prevented from drinking water on the counters whilst performing their duties without any reasonable explanation.,"9
(-33.927337, 18.422352)"
578,Gauteng - Westonaria,0,0,Johannesburg,Bekkersdal,GP - Westonaria,"-26.282141,27.703655",Panya Pan street,Khomo Ea street,10/15/2013 12:00:00 AM,10/16/2013 12:00:00 AM,1,Service delivery,9,Violent,1,3,"Poor service delivery in general, with the sewerage system being a key issue, sparked the protest. Other concerns included projects that were undertaken by the municipality but never completed.","3
(-26.28214, 27.703655)"
588,Free State - Letsemeng,0,0,Koffiefontein,Petra Diamond Mine - Koffiefontein,FS - Koffiefontein,"-29.407862,25.002473",Glassom street,Glassom Street,10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,5,Workers at the Petra Diamond Mine have embarked on a sit-in inside the mine. The workers affiliated to National Union of Mineworkers are complaining about low salaries and the company's alleged failure to pay them their bonuses.,"2
(-29.407862, 25.002472)"
589,KwaZulu Natal - eThekwini,1,0,Durban,Durban - SAPS,KZN - Durban Central,"-29.84257,31.028405",Stalwart Simelane Street,29 Somtseu Rd,10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"Investigations of serious and violent crimes, and their successful prosecution, are in jeopardy because hundreds of police crime-scene experts are working to rule. Experts in the police's criminal records centres, including fingerprint, DNA and photographic specialists, are refusing to work after 7pm because of an overtime dispute and police management's ""unilateral"" imposition of new shift schedules.","6
(-29.842569, 31.028404)"
590,Gauteng - Ekurhuleni,1,0,Germiston,Germiston records centre,GP - Germiston,"-26.217204,28.161708",Long street,Spilsbury street,10/15/2013 12:00:00 AM,10/18/2013 12:00:00 AM,1,Labour related,4,Peaceful,0,3,"Investigations of serious and violent crimes, and their successful prosecution, are in jeopardy because hundreds of police crime-scene experts are working to rule. Experts in the police's criminal records centres, including fingerprint, DNA and photographic specialists, are refusing to work after 7pm because of an overtime dispute and police management's ""unilateral"" imposition of new shift schedules.","3
(-26.217203, 28.161708)"
579,Gauteng - City of Johannesburg,1,0,Johannesburg,Tshepisong,GP - Protea Glen,"-26.189794,27.801801",Impala Road,Adcock street,10/16/2013 12:00:00 AM,10/16/2013 12:00:00 AM,0,Service delivery,9,Violent,1,5,It was not immediately known why they were protesting,"3
(-26.189793, 27.801801)"
582,Limpopo - Thulamela,0,1,Giyani,Malamulele,LP - Malamulele,"-23.012223,30.716311",R524,R524,10/16/2013 12:00:00 AM,10/17/2013 12:00:00 AM,1,Service delivery,9,Violent,1,5,"On Tuesday, almost 20,000 residents went on the rampage after the demarcation board did not grant them a meeting to demand their own municipality.","8
(-23.012222, 30.716311)"
